PR Number,Author,Author GitHub Profile,Merged By,Merged By GitHub Profile,Additions,Deletions,Created At,Merged At,Time to Merge (hours)
1,MarkBezsonov,https://github.com/MarkBezsonov,N/A,N/A,,,2025-02-18 21:41:13 UTC,2025-02-18 21:41:30 UTC,0.0
